tournament3_OnlyWeights vs tournament2_Solution1:  41 19 
   
tournament3_OnlyWeights vs tournament2_Solution3:  26 34 

tournament3_experimental1 vs tournament2_Solution1:  22 22 
   
tournament3_experimental1 vs tournament2_Solution1:  33 27 
   
tournament3_MultiChoice vs tournament2_Solution3:  33 27 
   
tournament3_MultiChoice vs tournament2_Solution1:  37 23 
   
tournament3_MultiWeights vs tournament2_Solution1:  32 28 
   
tournament3_MultiWeights vs tournament2_Solution3:  25 35 
   
tournament3_experimental1 vs tournament2_Solution3:  29 31 
   
tournament3_experimental1 vs tournament2_Solution1:  34 26 
   
tournament3_experimental1 vs tournament2_Solution3:  27 33 
   
tournament3_experimental1 vs tournament2_Solution1:  36 24 

tournament3_experimental2 vs tournament2_Solution3:  25 35 
   
   
tournament3_experimental1 vs tournament2_Solution1:  33 27
   
tournament3_experimental1 vs tournament2_Solution2:  25 35
   
tournament3_experimental1 vs tournament2_Solution3:  27 33

   Solution1 vs Solution2:  2 0 
   
Solution1 vs Solution3:  2 0 
   
Solution2 vs Solution3:  2 0 
   
Solution1 vs Solution2:  0 2 
   
Solution1 vs Solution3:  1 1 
   
Solution2 vs Solution3:  0 2 
   
Solution2 vs Solution3:  12 8 
   
Solution1 vs Solution2:  10 10 
   
Solution1 vs Solution3:  17 3 
   
Solution2 vs Solution3:  5 3 
   
Solution1 vs Solution2:  0 0 
   
Solution1 vs Solution3:  0 0 
   
Solution2 vs Solution3:  9 11 
   
Solution1 vs Solution2:  15 5 
   
Solution1 vs Solution3:  14 6 
   
Solution1 vs Solution3:  16 24 
   
Solution2 vs Solution3:  1 1 
   
Solution1 vs Solution2:  1 1 
   
Solution1 vs Solution3:  0 2 
   
Solution1 vs Solution3:  0 2 
   
Solution2 vs Solution3:  1 1 
   
Solution1 vs Solution2:  0 2 
   
Solution1 vs Solution3:  0 2 
   
Solution2 vs Solution3:  0 0 
   
Solution1 vs Solution2:  0 0 
   
Solution1 vs Solution3:  0 0 
   
Heuristic1 vs Heuristic2:  0 0 
   
Heuristic1 vs Heuristic2:  0 0 
   
Heuristic1 vs Heuristic2:  2 0 
   
Solution2 vs Solution3:  0 2 
   
Solution1 vs Solution2:  1 1 
   
Solution1 vs Solution3:  0 2 
   
tournament3_Solution3 vs Heuristic1:  0 0 
   
tournament2_Solution3 vs Heuristic1:  0 0 
   
tournament2_OnlyWeights vs Heuristic1:  0 0 
   
tournament3_OnlyWeights vs Heuristic1:  1 1 
   
tournament3_OnlyWeights vs Heuristic1:  2 0 
   
