8.9	7.9	19.8025	35.155
9	8	20.25	36
9.1	8.1	20.7025	36.855
9.2	8.2	21.16	37.72
9.3	8.3	21.6225	38.595
9.4	8.4	22.09	39.48
9.5	8.5	22.5625	40.375
9.6	8.6	23.04	41.28
9.7	8.7	23.5225	42.195
9.8	8.8	24.01	43.12
9.9	8.9	24.5025	44.055
10	9	25	45
10.1	9.1	25.5025	45.955
10.2	9.2	26.01	46.92
10.3	9.3	26.5225	47.895
10.4	9.4	27.04	48.88
10.5	9.5	27.5625	49.875
10.6	9.6	28.09	50.88
10.7	9.7	28.6225	51.895
10.8	9.8	29.16	52.92
10.9	9.9	29.7025	53.955
11	10	30.25	55
11.1	10.1	30.8025	56.055
11.2	10.2	31.36	57.12
11.3	10.3	31.9225	58.195
11.4	10.4	32.49	59.28
11.5	10.5	33.0625	60.375
11.6	10.6	33.64	61.48
11.7	10.7	34.2225	62.595
11.8	10.8	34.81	63.72
11.9	10.9	35.4025	64.855
12	11	36	66
12.1	11.1	36.6025	67.155
12.2	11.2	37.21	68.32
12.3	11.3	37.8225	69.495
12.4	11.4	38.44	70.68
12.5	11.5	39.0625	71.875
12.6	11.6	39.69	73.08
12.7	11.7	40.3225	74.295
12.8	11.8	40.96	75.52
12.9	11.9	41.6025	76.755
13	12	42.25	78
13.1	12.1	42.9025	79.255
13.2	12.2	43.56	80.52
13.3	12.3	44.2225	81.795
13.4	12.4	44.89	83.08
13.5	12.5	45.5625	84.375
13.6	12.6	46.24	85.68
13.7	12.7	46.9225	86.995
13.8	12.8	47.61	88.32
13.9	12.9	48.3025	89.655
14	13	49	91
14.1	13.1	49.7025	92.355
14.2	13.2	50.41	93.72
14.3	13.3	51.1225	95.095
14.4	13.4	51.84	96.48
14.5	13.5	52.5625	97.875
14.6	13.6	53.29	99.28
14.7	13.7	54.0225	100.695
14.8	13.8	54.76	102.12
14.9	13.9	55.5025	103.555
15	14	56.25	105
15.1	14.1	57.0025	106.455
15.2	14.2	57.76	107.92
15.3	14.3	58.5225	109.395
15.4	14.4	59.29	110.88
15.5	14.5	60.0625	112.375
15.6	14.6	60.84	113.88
15.7	14.7	61.6225	115.395
15.8	14.8	62.41	116.92
15.9	14.9	63.2025	118.455
16	15	64	120
16.1	15.1	64.8025	121.555
16.2	15.2	65.61	123.12
16.3	15.3	66.4225	124.695
16.4	15.4	67.24	126.28
16.5	15.5	68.0625	127.875
16.6	15.6	68.89	129.48
16.7	15.7	69.7225	131.095
16.8	15.8	70.56	132.72
16.9	15.9	71.4025	134.355
17	16	72.25	136
17.1	16.1	73.1025	137.655
17.2	16.2	73.96	139.32
17.3	16.3	74.8225	140.995
17.4	16.4	75.69	142.68
17.5	16.5	76.5625	144.375
17.6	16.6	77.44	146.08
17.7	16.7	78.3225	147.795
17.8	16.8	79.21	149.52
17.9	16.9	80.1025	151.255
18	17	81	153
18.1	17.1	81.9025	154.755
18.2	17.2	82.81	156.52
18.3	17.3	83.7225	158.295
18.4	17.4	84.64	160.08
18.5	17.5	85.5625	161.875
18.6	17.6	86.49	163.68
18.7	17.7	87.4225	165.495
18.8	17.8	88.36	167.32
18.9	17.9	89.3025	169.155
19	18	90.25	171
19.1	18.1	91.2025	172.855
19.2	18.2	92.16	174.72
19.3	18.3	93.1225	176.595
19.4	18.4	94.09	178.48
19.5	18.5	95.0625	180.375
19.6	18.6	96.04	182.28
19.7	18.7	97.0225	184.195
19.8	18.8	98.01	186.12
19.9	18.9	99.0025	188.055
20	19	100	190
20.1	19.1	101.0025	191.955
20.2	19.2	102.01	193.92
20.3	19.3	103.0225	195.895
20.4	19.4	104.04	197.88
20.5	19.5	105.0625	199.875
20.6	19.6	106.09	201.88
20.7	19.7	107.1225	203.895
20.8	19.8	108.16	205.92
20.9	19.9	109.2025	207.955
21	20	110.25	210
21.1	20.1	111.3025	212.055
21.2	20.2	112.36	214.12
21.3	20.3	113.4225	216.195
21.4	20.4	114.49	218.28
21.5	20.5	115.5625	220.375
21.6	20.6	116.64	222.48
21.7	20.7	117.7225	224.595
21.8	20.8	118.81	226.72
21.9	20.9	119.9025	228.855
